-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0, 13
-1, -1, -1, -1, 1, -1, -1, -1, 0, 1, -1, -1, -1, 1, -1, 0, 10
-1, -1, -1, -1, 1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 12
0, 1, -1, 1, 1, -1, -1, -1, 1, -1, -1, -1, 1, 1, 1, 0, 6
1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 1, 1, -1, 9
-1, 1, 1, -1, 1, -1, -1, 0, 1, 1, 0, -1, 1, 1, -1, -1, 6
2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, 24
1, -1, -1, 2, -2, -2, -2, -2, -2, 2, -1, -2, -2, -2, 1, -2, 19
2, -2, -1, -1, 2, -1, -2, -1, -2, -2, -2, -2, -2, 2, -1, -1, 18
2, -1, -2, -2, -2, -2, -2, -2, 2, -1, -1, -1, 2, -2, -1, -1, 18
-2, -1, -2, -1, -2, -2, -2, -2, 2, -1, -1, -1, -2, -2, -2, -1, 22
-1, 0, -1, -1, 1, 0, -1, -1, -1, -1, -1, -1, 1, 1, 0, 1, 8
1, -1, 1, -1, -1, -1, -1, 0, -1, -1, 0, -1, 1, -1, 0, 1, 8
-1, -1, 1, -1, 1, 0, -1, 0, -1, -1, 0, -1, -1, 1, -1, 1, 8
1, -1, -1, 0, 1, -1, 0, -1, -1, -1, -1, -1, 1, -1, 0, 1, 8
-1, -1, 1, 0, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, 1, 10
2, -1, 2, -1, 2, -1, -2, -1, 2, -1, -2, -1, -2, 2, -2, 1, 12
0, 1, -1, -1, 1, -1, -1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 5
-1, -1, -1, -1, -1, 0, -1, 0, -1, 1, -1, 0, -1, -1, -1, 1, 10
1, -1, -1, 1, 1, 0, -1, -1, -1, -1, 0, 0, -1, -1, 1, -1, 8
0, 1, -1, -1, -1, -1, 0, -1, 1, 1, 0, -1, -1, 1, 1, -1, 7
0, 1, 0, 1, -1, -1, -1, 0, 1, -1, -1, -1, -1, 1, 1, -1, 7
0, 1, -1, -1, 1, 0, -1, -1, 1, 1, 0, -1, -1, -1, 1, -1, 7
-1, -1, -1, 1, 1, 0, -1, -1, 0, 0, -1, 1, -1, -1, 1, -1, 8
