-12487, 12488, -24974, 24974, -12487, 12486, -24974, -24974, -24974, 0, -24974, -24974, 149844
-12486, 12489, -12488, -24974, -12489, -12486, 12485, 24974, -12484, 24974, -12487, 24972, 74921
-6242, 18731, -12487, -18731, -24974, -6244, -24973, 24973, -24974, 12487, 12487, 24974, 93651
19979, 6, 19979, -19979, 6, -6, 5, 1, -19979, 4, -2, 2, 39959
12487, 12488, 12487, 12488, -24974, -12486, 24974, 24974, -24974, -24974, -24974, 24973, 87408
-19979, 4, -19979, -19975, 19979, -1, 19977, -19978, -19979, 2, -19971, 8, 99883
24974, 12487, -24974, 12487, -24974, -12486, -24974, 12488, 12488, 12487, -24974, -24974, 112382
24974, 4, 24972, -24970, -24973, -2, 24974, -24973, 24973, 1, 24974, 24969, 49944
-5, 6, 24974, -24974, 24974, -2, 9, -8, 24974, -1, -9, 24974, 24989
16649, 16648, 16648, 16648, 11099, 16649, 5546, 4, 5549, -11101, -5548, 1, 0
-4995, 9990, 19979, -9988, -14984, -19979, -19979, 19979, 4996, -14983, -9991, -9989, 84909
1, -16651, -8326, 16651, -16651, -8323, 24973, 24973, 8325, -16649, 16648, -24974, 66600
24974, -24974, 24974, -24974, 24973, 3, -24974, 24971, 1, 1, -24974, 24974, 74922
-24974, -24974, 24972, 24974, -24973, -24972, -24974, -1, -2, -24973, 24974, -24973, 149842
7, -19979, 14, 15, -4, -2, 15, -19979, 19979, -1, -19979, 12, 59928
-24974, -16649, 8326, 24974, 16650, -24974, -16648, 24974, -8325, 8324, 24973, 16650, 66596
-16648, -16650, -33299, -16649, -16650, -33299, 16649, -16651, -33299, -33299, -16650, 16650, 199795
-43, -19979, -19979, -16, 45, -1, -19979, -19979, 13, 1, 43, 30, 79930
-5, -24974, 24974, 7, 24974, 2, -10, -24974, -9, -1, -24974, -10, 74946
-19979, -19979, 19979, -19979, 14985, 14984, 19979, -4995, 19979, -4993, 4995, -4994, 54941
-4, -19975, 19975, 19979, -19979, -19970, -19979, 19979, 19979, 1, 6, -7, 59938
-2, -24970, -24973, 24974, 24973, -1, -24974, -24974, -24974, 24974, -2, 24974, 99896
5, -4, 5, -19979, 6, 19979, -19979, -1, -2, 3, 19979, -19979, 59937
12488, 24974, 12487, -24973, -24974, 12488, -24974, 12486, 24974, 12488, 24974, -24974, 74921
-33299, -16650, 16652, -16651, 16648, -33299, -16647, -33299, 33299, -16649, -33299, 33299, 166494
-2, 19979, -6658, 19979, 1, -6659, 19977, 19978, 19979, -6660, 13319, 19979, 0
-4, -10, -9, -16626, 3, 8, 16649, 16649, 16641, 16639, 16649, 16638, 0
12487, 24974, -12488, -24974, -12487, -12486, -24974, -24974, 24973, 24974, -12488, 12488, 99897
12489, -12486, -12489, -24974, -12487, 24974, -12488, 24974, -12485, -24974, 12488, 24974, 87409
-16651, -33299, 33299, 33299, 16648, 33299, -33299, -33299, 16650, 33299, 16648, -16650, 99899
19975, 8, -19979, -4, 19977, 2, 19971, -19977, 19975, -1, 19978, -19978, 39960
5, -24974, -2, 24974, -1, 4, -24974, -3, 2, 24974, -24974, 24974, 74922
33299, 33299, 33299, -33299, -2, 33299, 33299, -33299, -1, -33299, 33298, 33297, 66601
-24974, -24974, 38, -38, -21, -18, 38, -38, -24974, -1, -19, -24974, 99992
-9989, -19979, -19979, 9989, 19978, -3, -9990, -9988, -19979, 19979, 19979, -9988, 79916
8, -7, 7, -6, 5, 7, 16649, 3, 2, 4, 16649, 16649, 3
-19979, 14, -13, 14, 4, 3, -2, 12, 11, -6, 19979, 15, 19984
-33299, 33299, -16650, 33299, 33299, 16649, -33299, 33299, 16651, 16648, -33299, -33298, 116546
-12488, 24974, 24973, -12487, -24974, 12488, -12487, 12486, 24973, -12488, 24974, -24974, 74924
24974, 24974, 24974, -3, 24974, -24974, -7, -24974, 2, -3, -6, -7, 49965
7991, 15983, 19979, 15983, 3997, -3996, 19979, -19979, -11988, -3994, 19979, -19979, 39957
2, -19979, 7, 7, -19979, -4, -19979, 6, 1, -7, -7, 4, 59947
-1, 24974, -24974, -24974, -24974, -1, -24974, 24973, -24971, -3, 24974, 24971, 99898
-1, 2, 5, 2, -24974, -4, 24974, 4, -24974, 24974, 5, -24974, 74921
1, 5, -9, 7, 7, -2, 16649, 6, 9, 7, 16649, 4, 0
24973, 24974, 24974, 24974, 24974, 0, -24974, 24974, -1, 0, -24974, 24974, 24975
5, -19979, 19979, -19979, -6, 3, 1, 2, 5, -6, -4, -6, 39973
-24974, 12488, -24974, 12488, -12485, 1, 24974, 24974, -24974, -12487, 24974, -24974, 99894
4, 2, -5, 24974, -6, -24974, -24974, 1, -3, 24974, -24974, -6, 74935
-49949, 49949, -49949, -49949, -1, 49949, -1, -49949, -1, 1, 49949, -49949, 249746
-2, -19979, 6, 4, -6, 3, 19979, -1, 6, 6, -5, 19979, 19986
-99899, 99899, 99899, 99899, -99899, 99899, -99899, 99899, -99899, 99899, -99899, -99899, 599393
16642, 16648, 16649, 16649, 16644, 16649, -1, -5, -8, -3, 7, -16632, 0
19979, 7, -6, 3, 19979, 4, -7, -8, 2, 5, -8, 19979, 19
16645, -16646, 16643, -16646, 16648, -16649, 1, 16649, -5, 2, 4, -6, 33303
3, 2, -5, -6, 16649, 7, -16646, 16643, -16649, 16649, 16642, -16647, 33304
-1, 11, -10, 19979, -19979, 2, 19979, -10, 10, 8, 4, -4, 19992
1, 19979, -13, 13, -9, -2, -19979, -10, -4, -19979, -8, 10, 39990
7, 3, 7, 1, -7, -7, 3, 6, 8, 8, 2, 8, 5
2, -24974, -8, 24974, -7, -6, -7, -24974, 24974, 24974, 3, -3, 49970
1, -24974, -7, -7, -4, 2, -6, -24974, -4, -24974, 24974, -24974, 99916
2, -9986, -19979, 9988, -19979, 1, -9991, 19978, -19978, 19979, -19979, 19974, 79913
0, -2, 19979, -2, 19979, -1, -5, 19979, -19979, 4, -19979, 19979, 39962
33299, -7, -33299, -4, 33299, 5, -33299, 33299, 4, 6, -3, -33299, 99903
-2, -5, -4, -5, -19979, 2, 5, 1, -5, -5, 5, 19979, 19999
-24970, -24974, 24974, -24974, -24974, 2, -1, 24974, 24973, 24974, 24974, 24972, 74919
1, -24974, -8, 24974, -24974, 6, 24974, -8, -8, 24974, 3, 4, 49963
0, -19979, -19979, -19979, -19979, -6659, -19979, -6659, 6659, -19979, -19979, 13320, 133192
4, 24974, -24974, -24974, 4, 6, -24974, -2, -5, 1, 7, 7, 74921
8325, -24973, 24974, 16649, -24974, -8325, -24974, 8323, -24973, 24974, 24974, 24974, 83245
-2, 24974, -24974, -4, -3, -24974, -24974, -1, 4, 24974, -2, -2, 74931
-4, -24974, -24974, 24974, 7, 1, 24974, -24974, 4, -6, 6, -2, 74926
16648, 33299, 16650, -33299, -33299, 33299, -16651, -33299, 33299, -16650, 33298, 33299, 99899
-9988, -19978, 9993, 19979, -9986, 9992, 19978, -19979, 9987, -2, -9991, 19979, 49945
1, -24971, -24973, -24974, 2, -24974, -24974, 24974, 24972, -24974, 24973, -24973, 149839
4, -24974, -24970, -24973, 2, -24973, -1, 24974, -24973, 24974, -24972, -24974, 149836
1, -24974, 4, -24974, -24974, -3, 6, -2, -4, 5, 24974, -24974, 99898
1, -24974, 12488, 24974, -24974, 24974, -24974, -24974, 12486, -12486, 24974, 24973, 87408
-1, -24973, -24974, -24973, -24972, 2, 24972, 4, -24974, -24970, -24974, -24973, 174810
-3, 1, 19977, 3, -19975, 19978, 19979, -19978, -19978, 2, 19976, -19978, 59933
-12488, 24974, 12488, -24974, 12482, 24974, 12486, -12488, -12487, -24974, -12483, -12486, 87410
-2, -19979, 19979, -19979, -3, -3, 1, 19979, 5, -6, -5, -6, 39976
-24974, -24974, 24974, -24971, -1, -24973, 2, -24973, -24974, 24972, 24974, 24973, 124866
