12486, -12488, -24974, -24974, -24974, -12488, -12486, -12489, -12485, -24974, -3, 24972, 137361
33299, 2, -33299, 33296, 1, -33299, 33298, -33297, 33298, -33298, 33299, 33299, 99894
24974, -8, 2, -7, -6, -3, -8, 8, -4, -5, 8, -24974, 25005
-3, 24974, -24974, -24974, 24974, 1, 4, 6, 6, 5, 5, -2, 49946
11100, 33299, 33299, -11099, 22198, -33299, -33299, -33299, -33299, 33298, -11101, 22199, 122097
24974, 24974, -5, 4, 4, 2, 24974, -24974, 3, 6, -24974, 1, 49946
-4, -7, -24974, -2, -5, -24974, 3, -7, -24974, -24974, 4, 24974, 99911
4, -6, 5, -7, 24974, 5, -2, -7, 24974, 6, -7, 1, 21
-3, 8, 7, -8, 5, -2, 24974, -24974, -8, -24974, 7, -1, 49961
24974, 8, 24974, 2, -15, -15, 3, 14, -24974, 13, -24974, -13, 49975
-24974, -6, -24974, 2, 24974, 4, 3, -5, -1, -24974, 24974, 6, 74927
-12488, -12489, 12487, -12486, -12489, 24974, -24974, -12489, 12487, -12485, 24974, -24974, 99900
-5, 24974, 13, 24974, -4, 24974, -9, -12, -24974, 13, -1, -24974, 49965
-3, -3, 33299, -3, 33299, 2, -2, -33299, -33299, -1, -2, 33299, 66608
2, -33299, 33299, -1, 33299, 33299, 33297, 33298, -33299, 33297, -33299, 33298, 66599
16651, 33299, -33299, 33299, -16646, -16652, 16651, -16651, -33299, -16647, -33299, 16650, 133196
1, -24974, -24974, 12488, 24974, -24973, 2, 24974, -12486, 24974, -24974, -12486, 99893
-33299, 16650, 33299, -33299, 16651, -16648, -16650, 33299, 33299, 33299, -16651, -33298, 116546
12486, 12490, 12487, 24974, -24974, -12490, -24974, -12487, -12484, -12488, -24974, 24973, 99897
-33296, 33297, -33299, 33299, -2, 1, -33299, 33299, 33299, -33298, 33299, -33299, 133194
12489, -12487, 12487, 24974, 12489, 24973, -24974, 1, -24973, -12488, -12489, -12485, 74922
-16650, 33299, -33299, -33299, 33299, -16649, -33299, -33298, -33299, -16649, -16650, 16650, 199793
-16650, -16651, 16650, 33299, -16648, 33298, -33299, 16651, 33299, 33299, -33299, 16651, 83248
3, -33299, 2, 2, -33299, 33299, -1, -33299, -33299, 2, -3, 33299, 133196
24974, 12487, -12489, -12488, -12487, -12487, 12486, -12488, -24974, 24974, -24974, 12485, 87414
12487, 12487, -12489, -12486, 24974, -24974, -2, 24972, 12485, 12488, 24974, -12488, 37465
-16648, -33299, 33299, 16651, -33299, -16651, -16649, 33298, -33299, 16649, 33299, 16650, 116546
-1, -5, -24974, 5, 6, 4, -24974, 24974, -2, 24974, -3, 24974, 49952
6, -6, 6, -4, -6, -24974, -2, -3, 5, 6, -1, 24974, 24989
33299, -16651, 33299, -16648, -33299, -16650, 33299, 16651, 33299, -16650, -33299, -33299, 133197
-5, -8, 8, 4, -6, -33299, 33299, -9, 8, -33299, 33299, -7, 66621
24974, 1, -24974, -6, -4, -5, -24974, 2, -24974, -6, 3, 24974, 74936
12487, 12488, -24974, -24974, 12486, 24974, 12487, 12487, -12488, -12487, 12488, 12488, 49949
-4, 24974, -24974, -6, -2, 3, -24974, -1, 5, -5, 24974, 24974, 49959
16650, 16649, 16649, -33299, -33298, 16650, -33299, 33299, 33299, -33299, -33299, -33299, 166494
16650, -33299, 16649, 16651, -16648, 33299, 33299, -33299, 16649, -16651, -33299, 16648, 99897
-24974, -5, 12484, -12490, 24974, 12488, 24974, 12485, -24974, 12487, 24974, -12489, 49958
12485, 24974, 24974, 24970, -3, 24974, 12486, 24974, 12487, -24970, -24970, 12488, 24969
24974, -3, 6, 5, -24974, -5, -1, 2, -3, 6, -6, -24974, 49959
16644, -33299, 16653, -33299, -16649, -16653, 16653, 33299, -33299, 16652, 16647, -33299, 133201
-16648, 33299, -16651, 33299, -16649, 33299, 16651, 33299, 16651, 16649, -16650, -33299, 66598
24973, 12487, 24974, -24974, 12487, -12489, -24974, 12485, 12489, -12489, 1, 12488, 49952
-33299, 33299, -33299, 16646, -33299, -16652, -16651, 33299, 33296, -16645, -16652, 33299, 133200
-24970, 24974, 24971, 24972, 24973, 24974, -2, 24974, -24973, -24974, 24973, 1, 49945
16649, 11101, 13874, 16649, 13874, 13873, -2775, -2773, -5547, -2777, 2776, -2777, 0
24974, 1, -5, 3, 24974, 24974, -2, 24974, 24974, 6, 5, 4, 0
-6, 24974, -5, -2, 1, 24974, 6, -3, 4, -5, -6, 5, 20
33299, 11099, -33299, -33299, -22200, 22200, -11101, 33299, -11099, -22199, -33299, -33299, 166496
6, 24974, -24974, 3, -2, -24974, 6, -1, -6, 4, -5, 24974, 49955
-24971, -24974, -24974, -24972, -24972, 24974, -24973, -2, -24974, 24973, 24972, 1, 149838
-6, -6, 1, -2, 4, -16635, 16645, 16648, 16649, 16649, 16648, 16648, 0
-16649, 33299, 33299, 33299, -16649, -33299, 16650, 33299, -33299, 33299, -33298, 33299, 99895
-24974, -3, -24974, 6, 5, -6, 24974, 6, -3, 24974, 1, 2, 49953
24974, 24974, 24974, -24974, 4, -2, 1, -24974, 1, 4, -3, -24974, 74922
-12486, 12487, -12488, -24974, -12488, 12489, 24974, -24974, 12489, -24974, 12485, -24974, 112384
-16648, -16650, 33299, -33299, -33299, 16651, -33299, 33299, -33299, 16650, -33298, 16651, 166493
-33299, 33299, -33299, 2, 3, -3, 3, 33299, -2, -1, 2, 33299, 66600
33299, -3, -2, -33299, -2, -3, 33299, -33299, -3, -3, 2, -1, 66611
-24974, -3, 24974, -6, 4, -24974, -6, 2, -24974, 6, -1, 5, 74931
-4, 3, -9, 24974, -24974, 11, 10, -8, 24974, -5, 13, 24974, 24986
5, -3, -24974, -2, -4, 1, 5, 24974, -24974, -24974, -24974, -3, 99902
-4, 4, -2, -5, -24974, -24974, -5, -2, 1, -24974, 5, -5, 74939
-11101, 22200, 11099, 33299, 33299, -11099, -33298, -33299, 33299, -33299, 22200, 22199, 88797
12, 12, 3, -12, -12, -24974, -11, 24974, -3, -2, -24974, 24974, 49974
6, 5, -1, 5, 3, 6, -24974, -24974, -3, -2, -5, -24974, 74926
16651, -33299, 33299, -33299, 16650, -33299, -33299, -16648, -33299, -33299, 16650, -33298, 216441
24974, 8, -2, 9, 24974, 24974, 1, 9, 6, -4, 24974, -4, 0
33299, -11103, 11104, -33299, -11105, -33299, 22196, -33299, 33299, 22194, 33299, -22195, 111001
16649, 16648, 16651, -16647, -33299, 33299, 33299, -16651, -33299, -33299, -16651, -16650, 133198
-7, -24974, 5, -4, 4, 24974, -1, 6, 24974, -24974, 24974, -2, 49954
16650, -16650, -33299, -16651, 33299, 16648, -33299, -33299, -16650, -33299, -33298, -33298, 216444
-1, -5, 24974, 2, -24974, 24974, -5, -4, -24974, -24974, 4, 2, 74931
9, -24974, -7, -8, -24974, 9, 9, -3, 24974, -2, -1, 24974, 49959
-24974, -24974, 12486, -24974, -12489, -24974, -24974, -12487, -12485, -12488, -12487, 24974, 162332
12487, -12485, -24974, -12484, 24974, -24974, -12488, 12486, -12489, 24973, -12490, -12487, 99897
16649, -33299, 16650, -16649, 16651, 16648, 33299, 33298, -33299, -33299, 16651, 16651, 83247
-12489, -24974, -12488, -24974, 24974, -12485, -5, 12487, -12486, -12489, -24974, -24973, 137363
-24974, -4, 2, 7, -24974, -7, 24974, -4, 1, -5, -6, 24974, 49966
-33299, 33299, -16651, -16648, -16651, 33299, 33299, 16650, -33299, 33299, -16651, -16650, 116550
-24974, 3, -24974, -1, -24974, -10, 24974, -10, -8, -24974, -1, 10, 99915
16650, 16649, 24974, -16649, -8324, 24974, -16648, -24974, 8326, 24974, -24974, -8325, 74920
5, 7, -24974, -24974, -6, 3, 4, 8, -2, 24974, -7, 24974, 49953
-16649, -33299, 33299, 33299, 33299, -16649, -33299, -33299, -16650, 33299, -33299, -33299, 183144
-12486, 24974, 24974, 18729, -12487, -24974, 24973, -24974, 6244, -12488, -6245, -12487, 81167
24974, -12487, -12488, 24974, -12488, 12487, 24974, -12486, -24973, 24974, 12488, -24974, 74922
-1, -6, -24974, 6, 3, -4, 24974, -24974, 5, -2, -4, 24974, 49958
-13, 12, 15, 2, -11, 24, 24974, 24974, -24, -24, 24974, -14, 60
-16651, -16651, 16648, -33299, -33299, 16651, 33299, -16649, -16650, -16651, -33299, -16649, 166499
3, 4, 6, 6, 8, -1, -24974, 6, 24974, -24974, -5, -6, 49951
-5, -4, 24974, -6, -5, 7, 3, 24974, 24974, -2, 6, 6, 12
-4, 6, 1, -24974, -24974, 9, 4, 24974, 24974, 24974, -2, 9, 49944
-2, 7, -6, 5, -4, -24974, -24974, -24974, 9, 9, 3, 7, 74924
-33299, 33299, 33299, 16650, -33299, -33299, -16649, 16649, 33298, 33299, 33299, -33299, 116546
-24974, 6, 5, -2, -5, -6, -24974, 5, -24974, -24974, -1, -2, 99905
5, -24974, -5, 2, 2, -4, -1, -24974, -2, 24974, 5, -5, 49959
3, -24974, -2, 3, 1, 3, 24974, 24974, 24974, -24974, -2, -1, 49949
