-9991, 4995, -4996, -19979, -9992, 4994, -4993, 9990, 29972
9991, 6659, -6658, 19979, 13319, 3330, -3331, -9990, 0
-19970, -6, 5, 19972, 19979, -3, 4, 19971, 0
-34, 14, 4, 19979, -35, 15, 16, -33, 49
10, -5, -3, 11, -19979, -4, -6, 12, 19978
10, -4, 6, -11, -19979, -5, 3, -12, 19992
-3, -6, -5, -12, 19979, -10, -11, -4, 32
4, 6, 5, -19979, 12, 10, 11, 3, 19960
