-4, 3, 2, 47, -4, -3, -6, -40, 8
1, 13, -7, 4, 1, -13, 6, 10, 0
2851, -2850, -2848, 4, -2851, 2850, 5699, 5697, 0
-1899, -4748, -3801, 5696, 1898, 4748, 5699, 950, 1
4, 5696, 5699, -5698, 4, 5696, -5695, -2, 0
3326, 3323, -7, -3320, -3326, 3325, -3319, -3329, 6652
-3, 1, 5696, -5688, 3, 2, -5699, 5684, 6
-1, -3, -15, -10, -1, -3, 16, 6, 8
