-24974, -12487, -12484, 12486, -12489, 12485, -12486, -12485, 62434
2, -24974, 5, 2, 4, 4, 5, 1, 24968
16648, -16651, -16651, 33298, 16650, -16650, 33299, 16652, 16653
7, 7, 5, 7, 3, 3, 1, -24974, 24966
24974, 6, -3, 7, -3, -2, -1, 7, 0
-7, 5, 8, 5, 3, 3, -4, 24974, 0
-2, -33299, -1, -33299, -3, -3, 33299, -4, 66605
-4, 24974, -5, 24974, -2, -2, 1, -24974, 24981
2, 2, 8, -24974, 7, 7, 8, 1, 24965
-16648, 16651, -33299, -33299, -16649, -33299, -16650, 16649, 116545
22198, -11101, 11100, 22200, -11100, -33299, -33299, -33299, 88799
12485, -12490, -12489, -12490, 12488, 12487, -24974, -12484, 49953
-24974, 12488, -12485, -12489, 12486, -12489, -12488, -12487, 62438
-33297, -33299, 33297, -33299, -33299, -33299, 1, 33298, 133194
12486, 2, -12487, -12487, 12486, 24974, 24974, 24974, 0
16651, 33299, 16650, -16649, -33299, 16651, -16648, -33299, 66596
