-1, 33299, -33298, -1, -33299, 33299, 33299, -33299, 66599
-16648, 33299, 16651, 33299, -16649, -16649, 16650, 33299, 16647
-1, -2, -33299, 33298, -33299, 33297, -33298, 33299, 66600
-33299, -33299, 16651, 33299, 16648, -16650, -16650, -33299, 99898
-33299, 16651, 16651, -33299, 16650, 16648, -33299, -16650, 83248
12487, -24974, 12489, 12489, 12488, 12486, 12485, 12488, 0
16650, -16650, -16648, -16651, -33299, 33299, -33298, -33299, 116546
-49949, 49948, -49949, -1, 49949, -49949, 49949, -49948, 149847
-16651, 16648, -33299, -33299, -16651, -16650, -16651, 16650, 99902
1, -33298, 33299, -33299, -33297, -33299, -33297, 33299, 133191
2, 33299, -16649, 33299, 16648, 16651, -16650, 33299, 0
33299, 16648, 33299, -16650, 16650, -16649, 16649, -33296, 33297
49948, 49949, -49949, -49949, 1, 49948, -49949, -49949, 149847
2, 4, 5, -24974, 7, 10, 8, 10, 24962
-2, -33299, -33297, 1, -33299, -33298, 33299, -33298, 133194
-16649, 16651, -16648, 33299, 16651, 16650, 16651, -16649, 16647
24973, 24974, 24972, 24974, -1, -2, -24969, -2, 0
24974, -8325, -24974, -8325, 8326, -8323, 16649, 16651, 24973
-33299, -33299, -33296, -33297, 33299, 33298, 2, -1, 99893
16651, 16650, -16649, 33299, -16648, -33299, -33299, -33299, 99895
