1, 3, -24974, 1, 5, 3, 3, 5, 24968
-3, 3, 3, 1, 2, -3, 33299, -2, 4
-24973, -12486, 12488, -24974, -24973, -1, -12488, 12487, 74921
-12487, -12485, -12487, 12484, 12486, -12488, -24974, 12486, 49949
24974, -7, 24974, -7, 5, -10, 1, 4, 13
24974, -2, 24974, 10, -5, 7, 1, -4, 0
16649, 16648, -16650, 16650, -16650, -16649, 33299, 33297, 16651
1, -24974, -24974, -5, 24974, 2, 2, -4, 49951
-33299, 2, -33299, -1, -33299, 33298, 33297, -33299, 99898
16651, -33299, -16649, 16650, -33299, 16648, -33299, -16648, 99895
12486, 24974, 12486, -24973, 12485, 12489, -3, 12485, 2
-24974, 1, 8, 8, 16, 17, 17, 10, 24956
16652, 16648, -33299, -16647, -16650, -33299, -16651, -33299, 116546
16650, 24974, 24974, 24974, -8325, -8325, -8325, 0, 1
-11101, -33299, 22200, 22198, -11100, 11100, -33299, -33299, 88799
-33299, -16651, -33299, -16648, -16650, -1, 33299, -16650, 99899
