-2, 3, 1, -3, -1, -3, 3, -2, 8
3, 4, -2, 6, -6, 6, 1, -2, 4
1, -1, -1, 0, 1, -1, 0, -1, 3
1, -2, 2, -1, -1, 1, 1, -2, 4
0, -1, -1, 0, -1, 1, -1, -1, 4
-1, 1, 0, 1, 1, -1, 1, 0, 1
-2, 0, 1, -2, -1, -2, -1, 2, 6
-1, -1, -1, 0, -1, -1, -1, 0, 5
-1, 1, 1, -1, -1, 1, -1, -1, 4
0, 0, -1, -1, -1, 1, -1, 1, 3
-1, 0, -1, -1, -1, -1, 0, -1, 5
-1, -1, 0, -1, -1, 0, -1, 1, 4
1, -1, 0, 1, -1, 0, 1, -1, 2
-1, -1, -1, -1, -1, -1, -2, 1, 6
3, 1, 2, 3, -1, -2, 1, 1, 0
-2, -4, -1, 3, 4, 2, -4, -4, 10
-1, 1, -2, 1, 1, 2, 3, 2, 0
3, 3, 2, 3, -1, 0, -1, -1, 0
-1, 1, -1, 0, 0, 1, 1, 0, 1
-1, -1, 0, 1, 0, 1, 1, 1, 1
1, -1, 0, 1, 1, 1, 0, 1, 0
0, 0, 1, -1, 1, 1, 1, 0, 0
1, 1, 1, 0, -1, 1, 0, 1, 0
0, 1, 1, 0, 1, 0, -1, 1, 0
-1, 2, -1, -1, 1, 0, 2, -2, 3
0, -1, 1, 1, -1, 0, 1, 1, 1
0, 2, 1, 1, 1, -1, -1, 1, 0
-1, -1, 1, 0, 1, -1, -1, 0, 3
-3, -1, 2, 2, 1, -2, -1, -2, 6
0, 1, -1, -1, -1, -1, -1, -1, 5
1, 1, -1, -1, 1, 1, 0, 0, 1
2, -1, -1, -3, 1, -1, 3, 2, 3
1, 0, -1, 1, 0, 1, -1, 1, 1
1, -1, 1, -2, 1, -2, -2, -2, 7
