-10, -8, 10, -10, -9, 7, -6, 10, 1, 2, -24974, 10, -4, -24974, -24974, -5, 74963
24974, -5, -24974, -5, 24974, -5, 1, -24974, 5, -24974, 5, -24974, 4, -2, -24974, -2, 124883
5, -4, 5, -24974, 5, -2, 24974, 5, 24974, -3, -24974, 3, -24974, -24974, 5, -4, 99902
-24974, 12488, 12487, 18730, 6242, 24974, 24973, -6244, -24974, -24974, 24974, -6243, -24974, 24974, -18731, -24974, 131114
24974, -1, -24974, 7, -24974, -8, -24974, 24974, 8, 24974, 7, 4, -5, 24974, -2, 24974, 74929
24974, 24974, 12487, -12488, 24973, 12486, 12485, 24974, 24974, -12489, 24973, -24974, -1, 24974, -24974, -12489, 62441
-3, 7, 24974, -6, -3, -24974, 4, 7, -24974, 24974, 2, -24974, 24974, -24974, 7, -24974, 124873
24974, 24974, -24974, -7, 24974, 24974, 8, -7, -6, 8, -9, -5, 24974, 6, 10, -24974, 49968
24974, -4, -4, 24974, 2, 24974, 24974, -3, -4, -24974, 3, 2, -4, -1, -24974, 24974, 49963
-24974, -18730, -6242, 24974, -24974, 24973, 24973, 6244, 12486, 12488, 24973, 24973, -18732, -2, 18730, 24974, 68680
-33299, -16649, -16650, -16649, 33299, 33299, -16650, 33299, -33299, -16650, 33299, 33299, -33299, 16649, -33299, 33299, 183145
24974, -24974, 4, -7, 6, 24974, 10, 3, -8, -5, -8, 24974, 11, 24974, 24974, 10, 24988
7, 8, -2, 24974, 7, -5, 24974, -24974, -8, 4, 8, 7, 6, -3, -24974, -8, 49964
-24974, 24974, -8324, 24974, -8326, -16649, -16649, -24973, 24973, -24974, 24973, -8326, 24973, -16648, 8325, -24974, 149843
33298, 16651, 16647, 16648, 16651, 33299, -33299, -16650, -33299, 16650, -16652, -33299, -33299, 33299, 33299, -33299, 166498
-5, 11, 24974, 10, 2, -9, 24974, -4, 11, 8, 24974, -24974, -24974, 24974, 11, -3, 49956
24974, 24974, 24974, -4, 24972, -24974, 24974, -24974, -24974, 24970, 2, 24973, -24972, -24971, -1, 24968, 99896
-24974, 4, -24974, -3, 24974, -24974, 24974, 3, -2, 3, 24974, -24974, -4, -1, -2, -24974, 124877
-24973, 24974, -24973, 6242, 6244, -24974, -24974, -24973, 12486, 24974, 18731, 24974, 18730, -24973, -24974, -12488, 162328
-3, 6, 24974, -24974, 4, 5, -6, -1, -2, -24974, -24974, -6, -24974, -24974, 24974, 24974, 124881
-24974, -24973, 24973, 24974, 1, 24974, 24973, 2, -3, -24972, 24974, -24974, 24971, -24972, 24971, -24974, 124868
-3, -7, -3, -7, -24974, 24974, -24974, -24974, -24974, -24974, 24974, 24974, 24974, 1, -5, -24974, 149861
