-1676, -2095, 9080, 1676, 139, -8383, -419, -558, 8662, -9081, 6986, -1537, 698, 279, 9081, 0, 14668
-1917, -1917, 7684, 1912, 2, -22, 5, -3, 1873, 7684, 5767, -21, 5, 1, -7679, -5, 3880
4, -10, -1, -51, -9, 45, 0, -9081, -9, -9081, -3, -9081, 9, 9081, 8, 0, 27272
1, -7684, 24, -1, -8, -1, -8, 31, -1, -1, 0, -8, 1, -1, 0, 7684, 7681
-19, 19, -13, -7684, 3, 4, 16, 4, 0, 4, -19, 5, 19, 2, -19, -19, 7750
1, -2, -7684, -2, 2, -2, -2, 0, 2, 7684, 20, -2, -2, 2, 21, -2, 7676
-4, -1511, 757, 2, 8324, -8314, 6811, -1513, -1504, -9, 752, -8324, 1513, -8324, 757, -1, 21180
7684, -1, 7684, 7682, -2551, 7684, 0, 2562, -7684, -5124, -7684, 2, 4, -2562, -7684, -3, 25607
-959, -959, 7682, -959, -1, -953, -958, -959, 3, 6724, 7680, -6, -959, 1, -7684, -959, 7673
1664, -8325, 9989, 3329, 0, 6661, -8325, -6660, 6661, 1665, -1664, -6661, 8325, -1665, 9989, 0, 23311
0, 136, -7684, -549, -136, -1509, -136, -413, -2058, 5626, 7549, -2058, 135, 549, 7684, -1, 6860
-1397, 1392, -703, -1397, -694, -1, -7684, 4, -1, -1, -1397, -694, 7684, -1, 6287, 7679, 6286
7683, 7678, -1, 7684, -3, -1, -35, -5, 3, -5, -7684, -6, 35, -5, 7584, 30, 31
-12487, 19, -20, -12487, -3, -4, -12487, -3, 5, -2, -20, -1, -12487, -3, -20, -12487, 62489
1, -6, -3, -6, 8324, -8324, 8291, -3, -6, -6, -1, -8324, 33, -8324, 32, 27, 16679
181, 242, 65, -181, 1, -175, -242, -2, -9081, -67, 245, -9081, -242, 106, -4, -242, 19071
11099, 11099, -6, -11099, 18, -1, -11080, -11065, -1, 0, 11099, 17, 11099, 9, 0, 11099, 22163
-1901, -1, -7684, 2, -2, -1922, 0, -2, -1919, 5763, 7681, -1922, -2, 2, 7684, -2, 7673
2914, -7075, 9989, 2914, -1, -1457, 7910, -7909, -1249, 831, -6867, -416, -8116, -206, 9989, 0, 23307
10, -8, 9, -9081, 3, 6, -8, -9081, -10, 15, -1, 0, -10, -9081, -10, -10, 27284
